obs,Customer,Have you ever visited Sticks Kebob Shop?,How many times in the last week did you do the following? - Make and eat lunch at home,How many times in the last week did you do the following? - Bring own lunch to work,"How many times in the last week did you do the following? - Buy lunch at workplace (e.g., cafeteria)",How many times in the last week did you do the following? - Buy lunch at a restaurant / food court / food truck,How many times in the last week did you do the following? - Skipped lunch / ate a small snack item,How many times in the last week did you do the following? - Other (please specify):,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Second most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Third most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Fourth most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Fifth most frequent,Please indicate how important the following factors are when you visit a restaurant  - Convenient place to eat,Please indicate how important the following factors are when you visit a restaurant  - Variety of menu options,Please indicate how important the following factors are when you visit a restaurant  - Good value for money,Please indicate how important the following factors are when you visit a restaurant  - Healthy menu options,Please indicate how important the following factors are when you visit a restaurant  - Food taste and satisfaction,Please indicate how important the following factors are when you visit a restaurant  - Friendly staff,Please indicate how important the following factors are when you visit a restaurant  - Pleasant ambiance,Please indicate how important the following factors are when you visit a restaurant  - Consistency / reliability,Please indicate how important the following factors are when you visit a restaurant  - Part of community,Please indicate how important the following factors are when you visit a restaurant  - Other (please specify),What is your gender?,What is your age?,What is your approximate average annual household income?,How would you best describe your household type?,"How many children, by age, currently live in your household? - less than 12 years old","How many children, by age, currently live in your household? - 12-17 years old","How many children, by age, currently live in your household? - 18 and older",Please indicate your best answers to the following: - I tend to plan things very carefully,Please indicate your best answers to the following: - I sometimes have trouble controlling my spending,Please indicate your best answers to the following: - I think it is important to purchase products that are made locally,Please indicate your best answers to the following: - I carefully consider the health benefits of what I eat,Please indicate your best answers to the following: - Comments:,What is your profession? - Accountant,What is your profession? - Lawyer,What is your profession? - General purpose contractor,What is your profession? - Design,What is your profession? - Educator,What is your profession? - Homemaker,What is your profession? - Business professional,What is your profession? - Other (please specify),"If you have children living at home, in what activities do they participate?  Please check all that apply. - Soccer","If you have children living at home, in what activities do they participate?  Please check all that apply. - Football","If you have children living at home, in what activities do they participate?  Please check all that apply. - Tennis","If you have children living at home, in what activities do they participate?  Please check all that apply. - Lacrosse","If you have children living at home, in what activities do they participate?  Please check all that apply. - Swimming","If you have children living at home, in what activities do they participate?  Please check all that apply. - Music","If you have children living at home, in what activities do they participate?  Please check all that apply. - Hiking","If you have children living at home, in what activities do they participate?  Please check all that apply. - Visiting local attractions","If you have children living at home, in what activities do they participate?  Please check all that apply. - Visiting children's museums","If you have children living at home, in what activities do they participate?  Please check all that apply. - Attending local sporting events","If you have children living at home, in what activities do they participate?  Please check all that apply. - Other (please specify)",In what activities or hobbies do you participate yourself? - Volunteer work,In what activities or hobbies do you participate yourself? - Tennis,In what activities or hobbies do you participate yourself? - Swimming,In what activities or hobbies do you participate yourself? - Skiing / snow boarding,In what activities or hobbies do you participate yourself? - Running,In what activities or hobbies do you participate yourself? - Hiking,In what activities or hobbies do you participate yourself? - Golf,In what activities or hobbies do you participate yourself? - Gardening,In what activities or hobbies do you participate yourself? - Fishing,In what activities or hobbies do you participate yourself? - Camping,In what activities or hobbies do you participate yourself? - Bicycling,In what activities or hobbies do you participate yourself? - Yoga,In what activities or hobbies do you participate yourself? - Book clubs,In what activities or hobbies do you participate yourself? - Eating out,In what activities or hobbies do you participate yourself? - Attending local sports events,In what activities or hobbies do you participate yourself? - Visiting museums,In what activities or hobbies do you participate yourself? - Kid's activities,In what activities or hobbies do you participate yourself? - Other (please specify),"In the last month, how many times have you used coupons when you visited a restaurant?","How do you find restaurant coupons?  Please check all that apply. - Coupon from coupon site or blog ( e.g., print at home)",How do you find restaurant coupons?  Please check all that apply. - Groupon or other social / daily deal offers,How do you find restaurant coupons?  Please check all that apply. - Store receipt offer ( from previous visit),"How do you find restaurant coupons?  Please check all that apply. - Loyalty card reward ( e.g., 10th visit free meal)","How do you find restaurant coupons?  Please check all that apply. - Offers mentioned in media: radio, tv, newspaper, etc.",How do you find restaurant coupons?  Please check all that apply. - Other (please specify)
261,0,2,3,1,1,6,4,,Panera,Denney's,K & L Barbecue,Sagebrush,Croakers',2,1,1,1,2,2,2,2,4,,1,4,2,2,0,0,0,2,4,2,2,,,,,,,,7,Civil Service Management Analyst,,,,,,,,,,,NA,1,,3,,,,,8,,,,,13,14,15,16,17,"Attending Plays & Concerts, Attending & watching most college & pro sports events, Weight Machines",2,1,,,4,5,6
266,0,2,7,1,1,2,1,,shangra la buffet,subway,,,,1,1,1,1,1,1,1,1,1,,1,3,1,2,0,0,0,1,4,1,1,,,,,,,6,,,,,,,,,,,,,,1,,3,,,,,8,9,,,,,14,,16,,,1,,,,,,
32,0,2,3,5,1,1,2,,Golden Corral,,,,,1,1,1,2,1,1,1,1,1,,1,2,1,1,3,,,1,3,3,2,,,,,,5,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,17,,3,1,2,,,,
38,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2,7,,,,,,McDonalds,KFC,Hardee's,Pizza Hut,Local Pizzeria,1,2,1,3,1,1,1,1,2,,1,2,1,1,0,0,0,2,3,2,2,,,,,,,,7,Healthcare Nurse,,,,,,,,,,,No children,,,3,,,,,8,9,,,,,,,,,,1,,,,,,
49,0,2,3,2,5,3,3,,Starbucks,California Tortilla,Tokyo Sushi,Ruby Tuesday,Applebees,1,2,1,1,1,1,2,1,2,,1,2,3,2,0,0,0,4,3,2,2,,,,,,,,7,,,,,,,,,,,,,1,,3,,,6,,,9,10,,,,14,15,16,,Group exercise and travel,2,,,3,4,5,6
58,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,2,3,2,2,2,3,,chick-fil-a,burger king,mcdonalds,subway,bojangles,1,1,1,2,1,2,2,1,5,,1,1,2,2,1,,,2,2,3,4,,,,,,5,,,Student,,,,,,,,,,,Basketball,1,,,,,,,,,,11,,,,,16,,,2,1,2,,,5,
77,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0,2,2,1,1,1,7,,subway,top china,golding corral,chenellos,papa john,1,2,1,1,1,1,2,1,2,,1,2,1,2,,,,1,3,5,1,,,,3,,,,,fast food,,,,,,6,,,,,my children dont live at home,,,,,,,,,,,,,13,,,,,I do arts and craft,1,,,,,,
89,0,2,5,1,2,2,1,,Chick-fil-a,Jersey Mikes,Taco Bell,Chili's,McDonalds,1,2,1,2,1,1,1,1,3,,1,1,1,1,0,0,0,2,3,4,2,,,,,,,6,,,,,,,,,,,,,No kids,1,2,3,,5,,,,,,,,,14,15,,17,,2,1,2,3,4,5,
90,0,2,4,1,1,4,1,,Cookout,Taco Bell,McDonalds,Chipotle,Sonic,1,1,1,2,1,2,2,1,2,,1,1,2,2,0,1,3,2,1,2,2,,,,,,,6,,Student,,,,,,,,,,,,1,,,,5,6,,,,,,,,14,15,,,,1,,,,,,
95,0,2,7,2,2,3,3,,quiznos,chickn fila,ruby tuesdays,fridays,wendys,1,1,1,1,1,1,1,1,1,,1,2,1,2,3,,,1,2,3,1,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,,2,,,,,,6
99,0,2,1,1,1,7,1,,Lamer Resturant,Lamer Resturant,Lamer Resturant,Lamer Resturant,Lamer Resturant,1,2,1,1,1,2,2,1,1,,1,3,1,1,0,0,0,1,5,1,1,great,1,,,4,5,6,7,,,,,,,,,,,,none,,,3,,,,7,,,,,12,13,14,,,,,5,,,,,5,
103,0,2,7,1,1,1,1,,Outback Steakhouse,,,,,1,1,1,2,1,1,2,1,2,,1,3,1,1,0,0,0,2,3,2,2,,,,,,,6,,retired/disabled,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,1,,,,,,
113,0,2,3,1,1,5,2,,arbys,mcdonalds,wendys,taco bell,pizza hut,1,1,1,3,1,1,2,2,3,,1,2,2,2,1,2,0,1,4,3,2,,,,3,,,,,hospitality,,2,,,,6,,,,,gymnastics,,,,,,,,,,,,,,14,15,,17,,1,,,,,,
114,0,2,6,1,1,4,1,,applebee,rudy tuesday,padow's,kanpal,crossflite,1,2,1,1,1,1,1,1,2,,1,3,2,3,16,,18,1,2,3,1,,,,,,,6,,,,,,,,6,,,,10,,1,,,,,,,,9,,,,,14,15,16,,,2,,,,4,,
118,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,0,2,4,,,3,3,,Sidewalk Cafe,Cookout,The Village,Kuba Kuba,821 Cafe,2,1,1,2,1,2,2,1,2,,1,1,1,3,0,0,3,1,2,1,2,,,,,,,,7,,,,,,,,,,,,,1,,3,,,,,,,,,,,14,,16,,,2,,2,,,,6
126,0,2,4,4,4,4,4,,fridays,outback,ocharlies,applebees,olive garden,3,3,3,3,3,3,3,3,3,,1,3,1,2,0,1,0,2,2,2,2,,,,,,5,,,bus driver,,2,,,5,,,8,,10,,,,3,,,,,,,,,,,14,15,,,,3,1,,,,,
127,0,2,7,1,1,1,1,,PRIMOS,APPBLEBEES,MCDONALDS,ARBYS,WENDYS,1,1,2,2,2,2,2,2,2,,1,2,2,2,2,1,,2,2,2,2,,,,,,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,1,,,,,,
138,0,2,6,1,1,1,1,,mcdonalds,burger king,wendys,sonic,subway,2,2,3,3,1,3,3,2,5,,1,2,3,2,1,0,0,1,2,2,3,,,,,,,,7,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,17,,1,,,,,,
142,0,2,5,1,1,2,2,,ghenghis khan,outback,applebee's,,,2,2,2,3,2,1,1,1,,,1,3,1,2,0,0,1,2,3,2,2,,,,,,,6,,,,,,,,,,,,,,1,,,,,,,8,,,,,,,,,,,2,1,2,3,4,,
144,0,2,2,1,1,1,6,,Angelo's,Applebee's,Outback,China Taste,Subway,2,1,1,1,1,1,1,2,1,,1,3,2,2,,,,1,2,2,1,,,,,,,6,,,,,,,,,,,,,my children are 36  & 39,1,,3,,,,,,,,,,,14,,16,,,3,1,,3,,5,
148,0,2,1,4,2,1,3,,family secrets,,,,,1,2,1,5,1,3,3,3,5,,2,2,2,2,1,,,3,1,3,2,,,,3,,,,7,,,,,,,6,,,9,,,,,,,,,,,9,,,,,,,,,,1,,,,,,
149,0,2,3,2,2,4,,,Maggiano's,Panera bread,Elephant Thai,Qdoba,Applebee's,2,2,1,2,1,2,2,1,3,,1,3,3,2,0,0,0,2,1,2,2,,,,,,,,7,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,2,3,4,,
154,0,2,1,1,1,6,1,,Applebee's,Outback Steakhouse,Arby's,Olive Garden,Croaker Spot,2,2,2,2,2,2,2,2,2,,1,3,2,2,1,0,1,2,3,2,2,,,,,,,,7,,,,,,,,,,,,Cheerleading,,,,,,,,,,,,,,14,,,,,1,,,,,,
160,0,2,7,1,1,5,4,,McDonalds,Chick Fil A,Taco Bell,,,1,1,1,3,1,2,2,1,2,,1,3,1,2,2,1,0,2,4,5,5,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,4,1,,,,,
173,0,2,1,1,1,1,7,,McDonalds,Burger King,Hoss's,Perkins,Huddle House,2,1,1,3,1,2,2,1,3,,1,1,1,1,0,0,0,2,3,2,2,,,,,,5,,,Writer,,,,,,,,,,,,,,3,,,,,,9,10,,,13,14,,16,,Horseback Riding,1,,,,,,
176,0,2,4,1,1,5,1,,Daddyo's,Jimmy's,New York Deli,,,1,1,1,2,1,1,1,1,1,,1,3,1,1,,,none,2,3,2,1,,,,,,,6,,,,,,,,,,,,,no children,,,,,,,,8,,,,,13,,,,,,1,,,,,,
177,0,2,7,1,1,1,3,,seafood restaurants,steak,mcdonalds,wendys,burgerking,1,2,1,1,1,1,1,1,1,,1,4,1,1,none,none,none,1,2,2,2,,,,,,,,7,,,,,,5,,,,,,no children at home,,,3,,,,,,,,,,,14,15,,17,,1,,,,,,
178,0,2,5,4,1,1,1,,panera,jasons deli,chilis,smoky bones,cracker barrel,2,2,3,1,1,1,1,1,2,,1,3,3,2,0,0,0,2,2,2,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,,,,1,,,,,,
180,0,2,3,1,1,4,2,,Wendy's,McDonald's,Subway,Dominos,Panera Bread,1,2,1,2,1,2,2,1,2,,1,3,1,2,,,1,1,3,2,2,,,,,,5,,,,,,,,,,,8,,,,,,,,,,,8,,10,,,,14,,,,,3,1,2,3,4,5,
208,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,0,2,7,1,1,1,1,,all visited equally,,,,,2,2,1,2,2,2,3,2,2,,2,3,3,2,0,0,0,2,4,5,2,,,,,,,,7,none of the above,,,,,,,,,,,n/a,1,,,,,,,,,,,,,,,,,music,1,,,,,,
224,0,2,6,1,1,4,4,,McDonalds,Popeyes,Poppa Johns,Applebees,,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,0,2,7,1,1,1,1,,dominoz,india pastry,,,,2,1,1,1,1,1,1,1,1,,1,2,3,2,1,0,0,1,1,1,1,,,,,,,6,,,,,,,5,,,8,9,10,,,,3,,,,,,,,,,13,14,15,16,17,,2,1,,,,,6
243,0,2,5,,,4,,,Panera Bread,Eileen's Fredericksburg,Brock's Fredericksburg,McDonalds anywhere,Cracker Barrel,1,2,2,1,1,2,2,1,3,"Good service (efficient, & quick for the type place)",1,3,3,2,0,0,0,2,4,2,1,,,,,,,,7,Retired Mathematician,,,,,,,,,,,none,1,,,,5,6,,8,,,,,,14,,16,,YMCA classes,1,,,,,,
244,0,2,1,1,4,3,3,,chick fil a,chipotle,panera,taco bell,ricos,2,1,1,2,1,1,1,1,2,,1,1,3,2,0,1,0,2,2,2,2,,,,,,5,,,student,1,,3,,,,,8,,,,1,,,,,6,,,,,,,,14,15,16,,,2,1,,,4,,
251,0,2,3,1,1,1,5,,none,,,,,1,2,1,3,1,1,3,2,3,,2,3,2,3,0,0,0,2,3,2,4,,,,3,,,,,damaged,,,,,,,,,,,none,,,,,,,,8,,,,,,,,,,none,2,1,2,,,5,
252,0,2,7,1,1,2,1,don't work full time,Casa Grande Broad Street,Subway Midlothian Tnpk,,,,2,3,1,1,1,1,1,1,5,,1,3,1,1,0,0,0,1,2,2,2,,,,,,,6,,Pet care,,,,,,,,,,,no children,1,,,,,6,,8,,,,,,,,,,,5,,,,,5,
24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,2,5,5,1,1,1,,applebees,chilis,ruby tuesdays,fridays,chipotle,1,2,2,2,1,1,2,1,2,,2,3,3,2,0,0,1,2,3,2,2,,,,,,,,7,,1,,3,,5,6,,8,,10,,1,2,3,,5,,7,8,9,10,11,,,14,15,16,17,,2,1,,,4,5,
28,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0,2,2,1,4,5,3,,Wendys,Mcdonalds,Burger King,T.G.I.Fridays,Golden Corral,2,2,1,1,1,1,2,2,2,,1,1,1,1,1,,,3,1,5,2,,,,,4,,,,Fast food,,,,,,,,,,,,,,3,,,,,,,,,,,14,,,,,1,,,,,,
41,0,2,3,4,3,,,,don papa grande,outback,buffalo wild wings,applebees,,3,2,1,1,1,2,1,2,3,,1,3,2,2,,01/13/2014,,3,3,2,1,,,,,,,,7,,,,3,,5,6,,8,,10,,,2,3,,,,,,,,,12,13,14,,,,,2,1,,,,,
42,0,2,7,6,1,1,1,,Panera,Texas Roadhouse,Red Robin,Plaza Azteca,China Taste,2,2,1,1,2,2,2,2,2,,1,2,2,2,1,0,0,1,4,2,1,,,,,,5,,,,1,,,,,,,,9,,art,1,,,,5,,,,,,,,13,,15,,17,soccer,2,1,2,3,,5,
48,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0,2,3,1,1,1,5,,Mcdonalds,hardees,5 guys,chipotle,07/11/2014,1,2,1,3,1,1,2,3,3,,2,1,1,1,0,2,0,2,4,1,2,,,,,,,,7,,,,,,,,,8,,,,1,,,,,,,,9,,,,,,,,,,3,1,2,,4,5,
60,0,2,4,1,3,,2,,Muddy Buck,Taco Bell,Stage Coach Saloon,Wendys,McDonalds,2,1,1,4,1,1,2,2,2,,1,3,1,1,0,0,0,3,3,1,3,,,,,,,,7,Caregiver,,,,,,,,,,,N/A,1,,,,,6,,,,,,,13,14,,16,,attending fundraisers,1,,,,,,
62,0,2,2,4,1,4,1,,Champps,Frank's Italian,Chianti,Arby's,Deep Run Roadhouse,2,2,1,5,1,2,2,2,3,,1,3,1,1,0,0,0,2,4,2,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,16,,,2,,2,,4,5,
73,0,2,3,5,1,2,3,,Hardees',Chef Lee,Dairy Queen,,,1,1,1,3,1,2,2,1,3,,2,3,2,2,0,0,0,2,2,3,3,,,,,,,,7,Web design / architecture,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,Reading,3,1,,,4,,
82,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0,2,7,7,7,1,3,,Red Lobster,,,,,2,1,1,2,1,1,1,1,2,,1,3,1,2,0,1,0,3,2,2,2,,,,,,,6,,,,,,,5,,,8,,,,,,,,,,,8,9,10,,,,14,,,17,,5,,,,,,6
94,0,2,4,1,1,1,5,,babes,galaly,,,,1,2,1,2,2,2,2,2,1,,1,3,1,1,0,0,0,2,4,2,2,na,,,,4,,,,,,,,,,6,,,,,,,,,,,6,,,,,,,,,,,,,1,,,,,,
104,0,2,1,1,1,5,2,,mcdonalds,wendys,hardees,ruby tuesdays,applebees,1,1,1,1,1,1,1,1,,,1,2,1,1,1,0,0,3,1,2,2,,,,,,,,7,,,,,,,,7,,9,,,,,3,,5,,,,,,,,,,,,,,2,1,,,,,6
111,0,2,2,6,1,1,1,,Ruby Tuesday,Pinos,,,,3,2,2,3,1,1,1,1,3,,1,3,3,2,1,,1,3,4,3,2,,,,,,5,,,,,,,,5,,,,,,Girl Scouts,,,,,,,,,,,,,,,,,17,Working Out at the YMCA,2,,,,,,6
112,0,2,4,1,1,,1,,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,1,2,2,3,,1,3,2,1,None,None,None,2,3,2,1,,,,,,,6,,unemployed,,,,,,,,,,,N/A,,,,,,,,,,,,12,,,15,,,,1,,,,,,
