obs,Customer,Have you ever visited Sticks Kebob Shop?,How many times in the last week did you do the following? - Make and eat lunch at home,How many times in the last week did you do the following? - Bring own lunch to work,"How many times in the last week did you do the following? - Buy lunch at workplace (e.g., cafeteria)",How many times in the last week did you do the following? - Buy lunch at a restaurant / food court / food truck,How many times in the last week did you do the following? - Skipped lunch / ate a small snack item,How many times in the last week did you do the following? - Other (please specify):,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Second most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Third most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Fourth most frequent,Please specify the top five restaurants you have visited in the last six months in order of visit frequency.      - Fifth most frequent,Please indicate how important the following factors are when you visit a restaurant  - Convenient place to eat,Please indicate how important the following factors are when you visit a restaurant  - Variety of menu options,Please indicate how important the following factors are when you visit a restaurant  - Good value for money,Please indicate how important the following factors are when you visit a restaurant  - Healthy menu options,Please indicate how important the following factors are when you visit a restaurant  - Food taste and satisfaction,Please indicate how important the following factors are when you visit a restaurant  - Friendly staff,Please indicate how important the following factors are when you visit a restaurant  - Pleasant ambiance,Please indicate how important the following factors are when you visit a restaurant  - Consistency / reliability,Please indicate how important the following factors are when you visit a restaurant  - Part of community,Please indicate how important the following factors are when you visit a restaurant  - Other (please specify),What is your gender?,What is your age?,What is your approximate average annual household income?,How would you best describe your household type?,"How many children, by age, currently live in your household? - less than 12 years old","How many children, by age, currently live in your household? - 12-17 years old","How many children, by age, currently live in your household? - 18 and older",Please indicate your best answers to the following: - I tend to plan things very carefully,Please indicate your best answers to the following: - I sometimes have trouble controlling my spending,Please indicate your best answers to the following: - I think it is important to purchase products that are made locally,Please indicate your best answers to the following: - I carefully consider the health benefits of what I eat,Please indicate your best answers to the following: - Comments:,What is your profession? - Accountant,What is your profession? - Lawyer,What is your profession? - General purpose contractor,What is your profession? - Design,What is your profession? - Educator,What is your profession? - Homemaker,What is your profession? - Business professional,What is your profession? - Other (please specify),"If you have children living at home, in what activities do they participate?  Please check all that apply. - Soccer","If you have children living at home, in what activities do they participate?  Please check all that apply. - Football","If you have children living at home, in what activities do they participate?  Please check all that apply. - Tennis","If you have children living at home, in what activities do they participate?  Please check all that apply. - Lacrosse","If you have children living at home, in what activities do they participate?  Please check all that apply. - Swimming","If you have children living at home, in what activities do they participate?  Please check all that apply. - Music","If you have children living at home, in what activities do they participate?  Please check all that apply. - Hiking","If you have children living at home, in what activities do they participate?  Please check all that apply. - Visiting local attractions","If you have children living at home, in what activities do they participate?  Please check all that apply. - Visiting children's museums","If you have children living at home, in what activities do they participate?  Please check all that apply. - Attending local sporting events","If you have children living at home, in what activities do they participate?  Please check all that apply. - Other (please specify)",In what activities or hobbies do you participate yourself? - Volunteer work,In what activities or hobbies do you participate yourself? - Tennis,In what activities or hobbies do you participate yourself? - Swimming,In what activities or hobbies do you participate yourself? - Skiing / snow boarding,In what activities or hobbies do you participate yourself? - Running,In what activities or hobbies do you participate yourself? - Hiking,In what activities or hobbies do you participate yourself? - Golf,In what activities or hobbies do you participate yourself? - Gardening,In what activities or hobbies do you participate yourself? - Fishing,In what activities or hobbies do you participate yourself? - Camping,In what activities or hobbies do you participate yourself? - Bicycling,In what activities or hobbies do you participate yourself? - Yoga,In what activities or hobbies do you participate yourself? - Book clubs,In what activities or hobbies do you participate yourself? - Eating out,In what activities or hobbies do you participate yourself? - Attending local sports events,In what activities or hobbies do you participate yourself? - Visiting museums,In what activities or hobbies do you participate yourself? - Kid's activities,In what activities or hobbies do you participate yourself? - Other (please specify),"In the last month, how many times have you used coupons when you visited a restaurant?","How do you find restaurant coupons?  Please check all that apply. - Coupon from coupon site or blog ( e.g., print at home)",How do you find restaurant coupons?  Please check all that apply. - Groupon or other social / daily deal offers,How do you find restaurant coupons?  Please check all that apply. - Store receipt offer ( from previous visit),"How do you find restaurant coupons?  Please check all that apply. - Loyalty card reward ( e.g., 10th visit free meal)","How do you find restaurant coupons?  Please check all that apply. - Offers mentioned in media: radio, tv, newspaper, etc.",How do you find restaurant coupons?  Please check all that apply. - Other (please specify)
115,0,2,3,1,2,5,1,,Bo jangles,sonic,longhorn steakhouse,cheese cake factory,denny's,2,1,1,1,1,1,1,1,1,,2,3,2,2,0,0,0,2,2,1,2,,,,,,,,7,nurse assistant,,,,,,,,,,,,,,,,,6,7,8,9,10,,,,,,,,"Reading,",2,1,,,4,,6
119,0,2,4,3,2,2,1,,arbys,mcdonmalds,panera,,,1,1,2,2,1,1,1,2,2,,1,2,2,2,1,1,2,1,1,2,2,,,,,,,6,,,,,,4,5,,,,,,,,2,3,,,,,,,,,,,,,,,,5,1,2,,,,
123,0,2,4,1,1,2,4,,Tazikis,Tripps,Leo's Pizza,,,1,1,1,3,1,1,2,1,3,,1,2,2,2,1,0,0,1,2,2,4,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,1,,,,,,
129,0,2,7,1,1,1,1,,sheetz,pepicelli pizza,Burger king,hardees,mc dondale,2,2,1,1,1,2,2,2,2,,1,4,1,1,0,0,0,2,3,2,2,,,,,,,6,,retired,,,,,,,,,,,no child,,,,,,,,,9,,,,,14,,,,walking,2,1,,,4,,
132,0,2,4,1,1,4,4,,Mcdonalds,Chick-fil-a,Calabash,,,2,2,1,1,1,2,2,2,3,,1,1,1,1,0,0,0,2,3,2,2,,,,,,,6,,student,,,,,,,,,,,dont hAVE KIDS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,,2,,2,,,,
152,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0,2,7,1,1,1,1,,,,,,,3,3,3,3,3,3,3,3,3,,1,3,1,1,,,,2,2,2,1,,,,,,,6,,housekeep,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,walk,5,,2,,,,
163,0,2,6,1,1,3,1,,burger king,McDonnell's,Arby's,hardies,,2,2,2,3,2,3,4,2,5,,2,4,2,1,0,0,0,2,2,3,2,,,,,,5,,,retired,,,,,,,,,,,none,,,,,,,,8,,,,,,,,,,quilting,1,,,,,,
168,0,2,2,2,1,5,1,,mcdonalds,wendys,kfc,applebees,burger king,4,1,1,4,1,3,3,1,4,,1,1,1,2,2,0,0,3,2,3,3,,,,,,,6,,,,2,,,,,,,,,,,,3,,,,,,,,,,,14,,,,,2,1,2,,4,,
170,0,2,6,2,1,2,1,,Nino's Pizza,McDonald's,Taco Bell,KFC,BugerKing,3,2,1,2,1,2,3,1,2,,1,2,1,2,0,0,2,2,3,2,3,,,,,,,6,,,,,,,,,,,,,no children,,,,,,,,8,,,,,,,,,,Macrame,1,,,,,,
175,0,2,3,1,1,6,1,,"cold harbor restaurant, mechanicsville, va","le patron mechanicsville, va","nicks mechanicsville, va","annas mechanicsville, va","awful arthurs mechanicsville, va",2,1,1,3,1,2,2,2,1,,1,4,3,2,0,0,0,1,4,4,2,none,,,,,,6,,retired,,,,,,,,,,,none,1,,,,,,,,,,,,,14,,,,quilting,2,1,,,4,5,
179,0,2,2,6,1,1,1,,McDonald's,Bojangles,Arby's,,,2,2,1,2,2,1,2,1,1,,1,3,1,2,1,,,2,2,2,2,,,,,,,,7,Mail Clerk,,,,,5,6,,8,9,,,1,2,3,,,,,,,,,,,14,,,,,5,1,2,3,4,5,
182,0,2,7,,,,,,mcdonald,,chick fila,popeyes,olive garden,6,,1,,2,,1,6,,,2,4,3,3,,,,1,,1,5,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,church,5,,,,4,,6
185,0,2,3,5,1,2,1,,Outback,Applebees,local,local,local,2,2,2,2,2,2,2,2,2,,1,3,2,1,0,0,0,2,4,2,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,none,2,,,3,,,
190,0,2,7,1,1,1,2,,taco bell,cicis pizza,mcdonalds,dennys,little caesars pizza,2,1,1,2,1,1,1,1,3,,1,2,1,1,1,2,0,1,4,,3,,,,3,,,,,home health aid,,,,,,,,8,,10,,,,,,,,,,,,,,,,15,,17,,1,,,,,,
191,0,2,3,6,1,1,1,,Ruby Tuesday,Applebees,Olive Garden,McDonald's,Chick-Fil-A,3,2,2,2,1,1,2,1,3,,1,3,1,1,2,0,1,1,3,2,2,,,,,,,,7,Copy Center Manager,,,,,,6,,8,,,Basketball,,,,,,,,,,,,,,14,,,17,walking,2,,,,4,,6
200,0,2,4,1,1,3,1,,,,,,,4,,3,3,1,1,1,1,1,,1,2,1,1,,1,,2,4,2,2,,,,,,5,,,transportation,,,,,,,,,,,band,,,,,,,,,,,,,,,15,,,dancing,1,,,,,,
218,0,2,5,1,1,3,2,,outback,chinese,applebees,,,2,2,2,2,2,2,2,2,3,,1,2,2,2,0,0,0,3,3,2,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,2,,2,,,,
226,0,2,6,1,1,3,1,,arbys,bob evans,chick fil a,subway,Mc donalds,1,1,1,2,1,2,2,1,2,drive thru,1,4,2,3,0,0,0,2,4,1,2,,,,,,,6,,retired,,,,,,,,,,,,,,,,,,,8,,,,,,14,,,,thrifting,2,1,2,3,,,
228,0,2,6,1,1,2,2,,Applebees,Cracker Barrel,Yen Ching,Crazy Greek,Chili's,2,2,2,3,1,1,1,1,3,,1,4,2,1,0,0,0,2,3,2,3,,,,,,,,7,Retired,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,water aerobics,2,1,,3,,,
242,0,2,4,2,1,4,1,,hardee,mcdonald,chick filet,wendy,denny,2,2,1,4,2,2,2,2,4,,1,4,2,2,0,0,2,3,4,3,3,,,,,,,,7,family therapist,,2,3,,,,7,8,,,,1,,,,,6,,8,9,10,,,,14,,16,,,4,1,,,,,6
245,0,2,2,4,3,3,1,,La Pariesienne,The Daily Grill,Akida,Banditos,On the Rox,2,2,1,1,1,2,3,1,1,,2,2,2,1,0,0,0,1,1,2,2,,1,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,14,15,16,,,2,1,,3,,,
249,0,2,6,1,1,1,3,,McDonald's,Herb Cottage,Pinara,Ruby Tuesday,Wendy's,2,1,2,2,1,2,2,1,2,,1,4,2,1,0,0,0,2,4,2,2,,,,,,5,,,Retired,,,,,,,,,,,,1,,3,,,,,8,,,,,,14,15,16,17,Movies,2,,,3,,,6
265,0,2,2,1,1,4,2,,Chinese,Don Papa Grande,Cafeteria,Subway,Subway,1,1,1,1,1,1,1,1,1,,1,3,1,1,0,0,0,2,3,3,2,,,,,,,6,,semi retired,,,,,,,,,,,none,1,,,,,,,8,,10,11,,,14,,,,,2,1,,3,,,6
4,0,2,5,5,1,1,2,,Casa Grande,Chic-fila,Jade,Texas Roadhouse,Plaza Ateza,1,2,1,2,1,1,1,1,1,,1,3,2,1,,,,1,3,3,2,,,,,,,,7,,,,,,,,7,8,,10,,,,,,,,,,,,,,,,15,,,,3,1,2,,4,,
10,0,2,7,1,1,1,1,,Buffalo Wild Wings,Mexican,Sonic,Marios,Mcds,1,1,1,2,1,1,1,1,3,,1,1,1,2,1,0,4,2,2,5,3,,,,,,,,7,,,,,,,,,,,,Baseball,,,,,,,,,9,,,,,,15,,,Volleyball,1,,,,,,
20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,2,5,2,1,2,2,,Olive Garden,Bulls,McDonalds,,,1,1,1,3,1,1,1,1,3,,1,2,2,1,non,none,none,1,4,3,2,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,3,,2,3,4,5,
22,0,2,3,5,1,2,1,,wendys,arbys,simons cafe food cart,christophers run away gourmet food cart,mcdonalds,1,2,2,3,1,2,3,2,2,,1,2,2,2,2,0,0,2,4,2,2,,,,,,,,7,administrative assistant,,2,,,,,,,,,basketball,,,,4,,,,,,10,,,,14,,,17,,2,1,,,4,,
25,0,2,6,5,3,2,3,,n/a,n/a,n/a,n/a,n/a,3,4,2,1,1,2,2,1,3,,2,1,2,1,0,0,0,1,4,2,1,,,,,,,,7,,,,,,,,,,,,,1,,,,5,6,,,,,11,,,,,,,,1,,,,,,
30,0,2,2,1,1,1,1,,Hardees,Arbys,,,,1,1,1,5,1,1,1,1,3,,1,3,1,2,0,0,0,2,2,1,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,2,,,,,,6
34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,2,6,1,1,3,1,,Olive Garden,Lings Island,Charleys,Country Cooking,Weindy'sAr,2,2,2,1,1,2,1,1,2,Clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0,2,6,1,1,2,2,,McDonald's,Wendy's,Olive Garden,Golden Corral,Arby's,1,1,1,2,1,1,1,1,3,,1,4,1,1,0,0,0,1,2,1,2,,1,,,,,,,Retired,,,,,,,,,,,,1,,,,,,,8,,,,,,14,,,,,2,1,2,,4,,6
51,0,2,5,2,1,2,2,,Don Pedros,Chilis,Sticky Rice,Bo Dillaz,Penny Lane,2,2,2,2,1,2,2,2,2,,1,3,3,2,0,2,1,2,3,2,2,,,,,,5,,,minister,,,,,,,,8,9,,,1,,,,,,,,,,,,,14,,16,,zumba,3,1,2,,,,
59,0,2,6,5,6,6,5,,mcdonalds,hardees,,,,1,2,2,2,1,1,2,2,2,,2,2,1,1,2,0,0,1,2,2,2,,,,,,5,,,,1,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,4,,2,3,,,
63,0,2,6,1,1,2,3,,panera,ruby tuesday,fridays,crazy greek,bonefish,3,1,1,1,1,1,1,1,2,,1,4,2,1,0,0,4,2,4,2,1,,,,,,,6,,,,,,,,,,,,,Don`t have children living at home,,,,,,6,,,9,,11,12,,,,,,,5,1,2,3,,5,
64,0,2,7,1,1,4,2,,McDonalds,Papa Johns,Popeys,Taco Bells,KFC,1,1,1,2,1,1,1,1,2,,1,3,1,2,3,0,0,2,4,2,2,,,,,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,14,,,17,,2,1,2,,4,5,
65,0,2,6,6,6,2,1,,;LKJB,;;lhbdsDBJ;SD,jbiks;,euoibe,bkj;s,2,1,1,1,1,2,2,2,3,,2,2,2,2,0,1,0,2,3,2,2,,,,,,,,7,sercuity,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,,,,
75,0,2,7,1,1,1,1,,none,,,,,2,1,1,3,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0,2,3,1,1,2,3,,kfc,burger king,macdonalds,subway,pizza hut,2,2,2,2,2,2,2,2,3,,1,3,1,1,1,0,1,2,3,3,3,,,,,,,6,,,,,,,,,,,,,none,,,,,,,,,,,,,,14,,,,,2,1,,,4,,
91,0,2,7,1,1,1,4,,Starbucks,Chipotle,McDonald's,Trigris,Popeye's,2,2,2,2,1,1,1,1,3,,1,1,1,3,none,none,none,3,2,2,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,8,9,10,,,,14,,16,,,1,,,,,,
93,0,2,7,1,1,2,1,,Ruby Tuesday,Johnny Rockets,Panera,Smokey Bones,Wendy's,2,1,1,2,2,2,3,2,3,,1,2,1,2,1,0,0,2,2,3,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,2,1,2,,,,
102,0,2,1,5,1,1,1,,Burger King,McDonald's,Wendy's,Captain Dee's,Red Lobster,1,2,1,2,1,2,2,2,2,,1,3,1,1,,,2,2,2,3,3,,,,,,,,7,,,,,,,,,,,,Work,,,,,,,,,9,,,,,14,,,,,1,,,,,,
108,0,2,7,5,,3,2,,Red Lobster,Ruby Tuesday,Apply Bees,Steak & Shake,Mc Donald,1,1,1,1,1,1,1,1,1,,1,3,1,2,,,one,1,2,2,1,,,,,,,6,,,,,,,,,,,,,Do not have young children living with me.,1,,,,,,,,,,,,13,,,,,,1,,,,,,
128,0,2,3,,,1,1,,wendys,mcdonalds,burger king,el patron,mosaic,1,1,1,1,1,1,1,1,1,,1,3,1,2,0,0,0,1,1,1,2,,,,,,,,7,customer service for local government,,,,,,,,,,,no children at home,1,,,,,,,,,,,,,14,,,,,4,1,,,,,
131,0,2,7,1,1,1,1,,Red Lobster,,Longhorn Steakhouse,,,1,1,2,4,1,1,1,1,1,,1,4,2,2,,,none,2,3,2,3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,,,,,2,,,,,,6
141,0,2,7,7,1,2,2,,mcdonalds,wendys,hardees,subway,burger king,1,1,1,1,1,1,1,1,1,,1,2,1,2,2,0,0,1,4,1,1,,,,,,,6,,,,,,,,,,,9,,cheerleading,,,,,,,,,,,,,,,,,17,,4,1,,,4,5,
153,0,2,3,4,3,1,1,,Thai Diner,Tripps,Cheesecake factory,Sushi-O,Carrabas,2,1,2,4,1,2,2,1,3,,1,2,3,2,0,0,0,1,4,2,2,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,14,,16,,,1,,,,,,
158,0,2,2,5,2,2,1,,Panera,McDonalds,Cookout,Martins,Olive Garden,1,1,1,1,1,1,1,1,2,,1,2,2,2,0,0,0,3,2,3,3,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,14,,,,,3,1,2,3,4,5,6
172,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0,2,2,6,1,1,1,,McDonalds,Panera,Islamorada Fish Company,Bonefish Grill,,2,2,1,2,1,1,1,1,2,,1,3,2,2,3,0,0,1,3,2,1,,,,,,,,7,,,,,,,,7,8,,,Scouts,,,,,5,6,,8,,,,,,,,16,17,,1,,,,,,
184,0,2,5,1,1,4,1,,Ma and Pa's,McDonalds,Hardees,Applebees,Wendys,2,3,2,3,2,2,3,2,2,,1,3,1,2,0,0,0,3,3,2,2,,,,,,,6,,,,,,,,,,,,,,1,,,,,6,,,,10,,,,14,,,,,1,,,,,,
186,0,2,1,1,1,7,1,,crab louies,cracker barrel,famous daves,arbys,burger king,1,1,1,1,1,1,1,1,3,,1,4,1,2,0,0,0,1,4,1,1,,,,,,,6,,,,,,,,,,,,,none living at home,,,,,,,,,,,,,,14,,,,,2,1,2,,4,5,6
195,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0,2,6,1,1,3,1,,Panara Bread,Cookout,McDonalds,Applebees,KFC,2,2,1,2,1,1,1,1,3,,2,3,2,2,1,1,0,2,3,5,2,,,,3,,,,,Claims processor,,,,,,,,8,9,,Karate,1,,,,,,,8,,,,,13,14,15,16,17,,3,1,2,3,,5,
199,0,2,4,1,1,1,1,,dante's,burger king,wendys,arbys,mcdonalds,1,1,1,1,1,1,1,1,1,,2,2,1,1,,,,2,3,2,2,,,,,,,,7,unemployed,,,,,,,,,,,,1,,3,,5,6,,,9,,,,,14,,,,,1,,,,,,
202,0,2,2,1,1,2,2,,Peking Restaurant,Wendy's,McDonalds,Ruby Tuesday,,2,1,1,2,1,2,2,1,2,,1,4,1,1,0,0,0,1,1,1,2,None,,,,,,,7,Retired,,,,,,,,,,,No children at home,1,,,,,,,,,,,,,14,15,16,17,,1,,,,,,
204,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0,2,5,1,1,3,1,,Taco Bell,McDonalds,Wendys,Buffalo Wild Wings,Chipotle,2,2,1,2,1,2,2,2,3,,1,2,2,2,0,0,0,2,3,2,2,,,,,,,6,,,,,,,,,,,,,Don't have children,,,,,,,,,,,,,,14,,,,Reading,2,1,2,3,,5,
206,0,2,5,1,1,2,3,,McDonalds,Kentucky Fried Chicken,,,,2,3,1,1,1,3,3,2,4,,2,3,1,3,,,,2,4,3,2,,,,,,,,7,Process Server,,,,,,,,,,,,,,,,,,,,9,,11,,,14,,,,,1,,,,,,
210,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0,2,7,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,0,2,1,6,1,1,3,,Chic-Fil-a,Panera,Olive Garden,O'Charley's,Burger King,3,2,2,3,1,3,3,2,2,,1,2,1,1,0,0,0,2,2,2,3,,,,,,5,,,,,,,,,,,,,,,,,,,5,,,,,,,,,14,,,,,2,1,2,3,,5,
217,0,2,2,3,1,1,2,,Chick A Fila,KFC,O'Charley's,McDonald's,Firehouse Sub,1,1,1,2,1,1,2,2,2,,1,3,1,1,0,0,0,2,4,2,2,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,8,,,,,13,14,,16,17,bowling,2,1,2,,4,5,
222,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0,2,7,1,4,2,3,,Joe's Out Bon Air,Maldini's,Frank's Ristorante,Outback Steakhouse,Belle Vie,3,2,3,2,1,1,1,2,2,,2,4,2,2,0,0,0,2,2,2,2,,,,,,,6,,retail sales,,,,,,,,,,,no children living at home,,2,,,,,,,,,,,,,,,,reading,1,,,,,,
236,0,2,6,,1,4,3,,Mcdonalds,Wendy's,taco bell,burger king,KFC,5,2,1,5,1,3,5,2,3,,1,3,3,2,2,0,2,3,2,3,4,,,,,,,,7,registered nurse,,2,,,5,,,8,,,,,,3,,,,,,,10,,,,,,,17,,2,1,2,,4,5,6
248,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,0,2,6,6,1,1,2,,Applebees,Ocharlies,Con Papa Grande,Burger King,Chillis,2,2,1,3,1,1,1,1,3,,1,2,2,2,1,0,0,3,2,2,2,,,2,,,,,,Interpreter,1,,,,,,,,,,,,,,,,,,,,,,,,14,,,17,,1,,,,,,
254,0,2,4,5,1,1,2,,Vietnam Gardens,Subway,Little Szechuan,Chicken Fiesta,,2,1,1,1,1,1,1,1,2,,1,3,3,2,,2,,3,3,2,1,,,,,,,,7,Healthcare professional,,,,,5,6,7,8,9,,,,,3,,5,6,,8,,10,11,,,,,16,,,1,,,,,,
257,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,2,2,6,,,2,,Applebees,Subways,Papa Johns,Johnny Rocket,McDonalds,2,1,1,2,1,1,1,1,3,,1,1,1,2,,,1,1,2,3,2,,,,,,,6,,,,,,,,6,,,,10,,,,,,5,,,,,,,12,,14,15,,,,1,,,,,,
13,0,2,3,6,1,1,1,,sino-american,anna's italian kitchen & restaurant,cracker barrel,olive garden,,1,1,1,1,1,2,2,1,3,,1,3,1,2,0,0,1,2,4,2,1,,,,,,,,7,customer service,,,,,,6,7,8,,,,,,,,,6,,8,,,,,,,,,,"various crafts like knitting, crocheting, sewing",5,1,,,4,,
18,0,2,6,1,1,2,3,,pizza hut,dragon garden,marrios pizza,mcdonalds,mcdonalds,1,1,1,1,1,1,1,1,1,,1,2,1,2,two,none,none,1,2,1,1,,,,,,,6,,stay at home mom,,,,,,6,,8,,,"walking, excercise class",,,,,,,,,,,,,,,,,17,"walking ,excercise class",3,,2,,,,6
31,0,2,3,5,1,2,2,,Cheddars,Applebees,Chick Filet,McDonalds,Taco Bell,3,2,1,1,2,2,2,2,2,,2,3,2,2,0,0,0,2,4,2,2,,,,,,5,,,,,,,,,,,,,,,,,3,,,,,8,,,,,,,,,,,2,1,,,4,,
43,0,2,4,1,1,4,6,,Teasty Freeze,McDonalds,Burger King,Wendy's,Hardee's,1,1,1,2,1,1,1,1,2,Cleanliness,2,2,1,2,0,0,1,1,3,2,1,,,,3,,,,,Private Security,,,,,,,,,,,,,,,4,,,,8,9,10,,,,14,,16,,Archrey,1,,,,,,
53,0,2,7,1,1,1,2,,McDonalds,Burger King,Dominos,,,1,2,2,4,2,3,3,1,5,,1,3,2,1,,,,1,4,2,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,1,,,,,,
61,0,2,5,1,1,1,3,,McDonalds,Costco food court,Cracker Barrel,Freda's (local Mexican restaurant),Chef Lee (local Chinese restaurant),2,2,1,2,2,1,2,1,2,,1,3,1,1,0,15,0,1,4,2,2,,,,,,,6,,,,,,,,,,,,,"hunting, fishing, horseback riding, photography",1,,,,,6,,,,,11,,,,,16,,"exercise, cooking, crafts, photography",1,,,,,,
67,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0,2,7,1,1,2,2,,Logan's,Cook Out,,,,3,1,1,2,1,1,1,2,2,,1,3,1,2,,1,1,2,2,2,2,,,,,,,6,,,1,,,,,6,,,,,,,,,,,6,,8,9,,,12,,14,,,,,4,1,,,4,,
79,0,2,2,6,1,2,1,,Chick Fil A,Panera Bread,Hibachi Grill,Cracker Barrel,Firehouse Subs,2,3,2,4,1,3,3,2,3,,2,1,2,2,0,0,0,3,3,2,3,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,,,Basketball,1,,,,,,
92,0,2,7,1,1,2,1,,Long John Silver's,Subway,Little Caesar's,Captain Tom's,,2,1,1,2,1,1,2,1,2,,1,2,1,2,1,1,0,2,3,1,1,,,,,,,6,,,,,,,5,,,8,,,,,,3,,,,,,,,,,,,,,17,,2,1,,,4,,6
101,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0,2,5,1,1,3,6,,O'Charleys,McDonalds,Red Lobster,,,3,2,1,1,1,1,1,1,1,,2,4,1,2,,,,3,1,1,2,,,,,4,,,,Photographer,,,,,,,,,,,,1,,,,,6,,8,,10,,12,,14,,,,Landscape photography,5,,,,4,,
